LOCCODE,PREK_TYPE,BOROUGH,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
XAMF,NYCEEC,X,Bronxworks UPK School,,(718) 508-3264,498 Southern Boulevard,10455,1,54,1010478,234803,jweed@bronxworks.org,,5,9,3,07XAMF
XAMI,NYCEEC,X,ALEENE LOGAN ,,(718) 538-7135,1450 Webster Avenue,10456,1,21,1010244,244483,la_ficklingcdc@yahoo.com,www.Claremontcenter.org,3,8,1,09XAMI
XAML,NYCEEC,X,JUST 4 KIDS TREMONT,,(917) 217-1781,3881 East Tremont Avenue,10465,1,12,1034238,239286,Djust4kids@aol.com,,3,3,1,08XAML
XAMQ,NYCEEC,X,Mosholu Montefiore - Van Cortlandt CBECC,,(718) 543-0231,3880 Sedgwick Avenue,10463,2,54,1013642,260882,imelendez@mmcc.org,www.mmcc.org,3,7,1,10XAMQ
XAMR,NYCEEC,X,IOLA JORDAN DAY CARE CENTER,,(718) 402-4166,421 East 161st Street,10451,1,73,1008327,239560,louiseburroughs@yahoo.com,www.nycmcs.org,3,3,1,07XAMR
XAMT,NYCEEC,X,EAST SIDE HOUSE PATTERSON AT MOTT HAVEN ,,(718) 292-5335,375 East 143rd Street,10454,1,38,1006041,235409,dcolon@eastsidehouse.org,www.eastsidehouse.org,3,4,2,07XAMT
XAMV,NYCEEC,X,Children's Pride,,(718) 401-4242,414 Morris Avenue,10451,1,29,1005446,236393,dcolon@eastsidehouse.org,www.eastsidehouse.org,3,4,2,07XAMV
XAMW,NYCEEC,X,WINIFRED WHEELER DAY CARE CENTER ,,(718) 993-3692,200 Alexander Avenue,10454,1,19,1004851,234005,dcolon@eastsidehouse.org,www.eastsidehouse.org,3,4,2,07XAMW
XAMZ,NYCEEC,X,Philip H. Michaels CDC,,(718) 665-9410,629 Courtlandt Avenue,10451,1,126,1006695,237487,yunkim55@hotmail.com,www.phmny.org,3,7,1,07XAMZ
XANA,NYCEEC,X,South Bronx Head Start I,,(718) 292-7250,490 East 143rd Street,10454,1,35,1006976,234773,southbronxhs@aol.com,www.Southbronxheadstart.com,3,7,2,07XANA
XANC,NYCEEC,X,"The Salvation Army, Bronx Citadel",,(718) 742-2346,425 E 159th St,10451,1,20,1008222,239041,valerie.toon@use.salvationarmy.org,,7,3,1,07XANC
XANF,NYCEEC,X,Pamela C. Torres Daycare Center,,(718) 585-2540,161 Saint Anns Avenue,10454,1,20,1006684,232702,pamelac.torresdaycare@yahoo.com,,7,7,1,07XANF
XANG,NYCEEC,X,Paul T. Matson Head Start 4,,(718) 328-8547,1244 Manor Avenue,10472,1,43,1018421,241857,mcolon@paultmatsonhs.org,,3,6,1,12XANG
XANH,NYCEEC,X,Paul T. Matson Head Start 1,,(718) 316-5559,1951 Washington Avenue,10457,1,22,1012532,248296,tnew566@hotmail.com,,3,4,2,09XANH
XANI,NYCEEC,X,IVY LEAGUE EARLY LEARNING ACADEMY,,(718) 239-5275,4022 East Tremont Avenue,10465,1,90,1034629,237946,bronx@ivyleagueearlylearning.com,www.ivyleagueearlylearning.com,3,3,1,08XANI
XANJ,NYCEEC,X,"Just 4 Kids Soundview Center, Inc.",,(917) 995-8041,214-216 Soundview Avenue,10473,1,20,1024332,234371,djust4kids@aol.com,,3,6,1,08XANJ
XANK,NYCEEC,X,Just 4 Kids Kiddie Kollege,,(917) 995-8041,781 Castle Hill Avenue,10473,1,18,1025921,239130,Djust4kids@aol.com,,3,3,2,08XANK
XANN,NYCEEC,X,Gwendolyn Bland DC,,(718) 991-1050,749 East 163rd Street,10456,1,39,1010834,239321,KNorfleet@sebnc.org,www.sebnc.org,3,7,1,08XANN
XANT,NYCEEC,X,Louis A. Fickling Child Development Center,,(718) 538-7135,1240 Webster Avenue,10456,1,24,1009415,242608,La_ficklingcdc@yahoo.com,www.claremontcenter.org,3,8,1,09XANT
XANU,NYCEEC,X,HELP II,,(718) 498-4002,285 East 171st Street,10457,1,23,1009073,244994,cviruet@helpusa.org,,3,7,1,09XANU
XANV,NYCEEC,X,Highbridge Advisory Council Doris E. Stone Day Care,,(718) 681-5888,1165 University Avenue,10452,1,25,1003919,244672,afrancis@hacfs.com,"www.www,hacfs.org",3,8,2,09XANV
XANW,NYCEEC,X,Highbridge Advisory Council Head Start,,(718) 992-1321,880 River Avenue,10452,1,47,1004909,241051,bhernandez@hdst.org,www.hacfamilyservices.org/,3,8,2,09XANW
XANX,NYCEEC,X,Highbridge Advisory Council Marshall England ELC,,(718) 742-2369,800 Concourse Village East,10451,1,40,1006652,239509,Childcare@hacfs.com,www.HACFS.org,5,9,3,07XANX
XANZ,NYCEEC,X,Walton (Center #5),,(718) 542-1161,1871 Walton Avenue,10453,1,109,1009205,248531,ahoward@lapen.com,,3,7,2,09XANZ
XAOA,NYCEEC,X,Promesa Multi-Cultural DCC II,,(347) 649-3267,300 East 175th Street,10457,1,74,1010673,247693,awhite@promesa.org,www.PROMESA.ORG,7,6,2,09XAOA
XAOB,NYCEEC,X,South Bronx Head Start II,,(718) 292-7250,141 Featherbed Lane,10452,1,46,1006301,247653,southbronxhs3@aol.com,,5,9,3,09XAOB
XAOD,NYCEEC,X,BronxWorks,,(718) 508-3054,1130 Grand Concourse,10456,1,37,1006701,242570,oadegoke@bronxworks.org,www.bronxworks.org,3,4,1,09XAOD
XAOF,NYCEEC,X,Tremont Monterey Day Care Center II,,(718) 466-6700,1600 Bathgate Avenue,10457,1,32,1011650,245000,tmdccsiteii@aol.com,www.tremontmonterey.com,3,4,1,09XAOF
XAOI,NYCEEC,X,Sharon Baptist - Center IV,,(718) 466-1604,1925 Bathgate Avenue,10457,1,46,1012697,247994,orchidsmjj@aol.com,www.sharonbaptistheadstart.org,3,7,2,09XAOI
XAOK,NYCEEC,X,Seventh Avenue Center 1,,(718) 901-0140,1646 Montgomery Avenue,10453,1,31,1006412,248497,info@7thavenuecenter.org,,3,6,2,09XAOK
XAOL,NYCEEC,X,St. Nicholas of Tolentine Head Start,,(718) 364-7608,2331 University Avenue,10468,3,18,1010252,253344,msuarez@cmcs.org,www.cmcs.org,3,2,1,10XAOL
XAOM,NYCEEC,X,Belmont Community Day Care Center,,(718) 584-1576,2340 Cambreleng Avenue,10458,1,104,1016011,250310,bcdaycare@verizon.net,www.belmontdaycare.org,2,3,1,10XAOM
XAON,NYCEEC,X,BRENDA'S PLAYSCHOOL,,(718) 796-5048,3930 Bailey Avenue,10463,1,12,1013286,261771,Brendacaceres@aol.com,,5,6,1,10XAON
XAOR,NYCEEC,X,Kingsbridge Montessori School,,(718) 561-8111,2500 Jerome Avenue,10468,1,36,1012039,254055,jasmineedu@aol.com,www.riverdalekingsbridgemontessori.com,7,4,1,10XAOR
XAOS,NYCEEC,X,Riverdale Montessori School,,(718) 543-4884,5705 Mosholu Avenue,10471,1,20,1011806,269258,jasmineedu@aol.com,www.riverdalekingsbridgemontessori.com,7,7,1,10XAOS
XAOT,NYCEEC,X,Kingsbridge Heights Community Center,,(718) 884-0700,3101 Kingsbridge Terrace,10463,1,41,1011744,259002,ydisla@khcc-nyc.org,www.khcc.org,3,3,1,10XAOT
XAOU,NYCEEC,X,MARBLE HILL NURSERY SCHOOL,,(718) 562-7055,5470 Broadway,10463,3,60,1009996,258430,marblehill5470@aol.com,www.marblehillnurseryschool.org,8,7,1,10XAOU
XAOV,NYCEEC,X,MARC Academy and Family Center,,(718) 562-3410,2105 Jerome Ave,10453,1,56,1010084,250789,drodriguez@marcafc.org,www.marcafc.org,3,8,2,10XAOV
XAOW,NYCEEC,X,Mosholu Montefiore Community Center - NORTHSIDE ANNEX,,(718) 405-0020,3512 Dekalb Avenue,10467,2,20,1017452,260836,imelendez@mmcc.org,www.mmcc.org,3,7,1,10XAOW
XAOX,NYCEEC,X,Child Development Center of Mosholu Montefiore CC,,(718) 882-4000,3450 DeKalb Avenue,10467,3,144,1017203,260454,cmorello@mmcc.org,www.mmc.org,1,7,1,10XAOX
XAPA,NYCEEC,X,"RIVERDALE NEIGHBORHOOD HOUSE, INC.",,(718) 549-8100,5521 Mosholu Avenue,10471,1,72,1010824,268413,Kpowers@riverdaleonline.org,www.riverdaleonline.org,5,3,1,10XAPA
XAPB,NYCEEC,X,RIVERDALE PRESBYTERIAN CHURCH AND NURSERY SCHOOL,,(718) 548-8260,4765 Henry Hudson Parkway West,10471,3,40,1009462,265716,bmerceinrpcns@gmail.com,www.rpcns.com,8,3,2,10XAPB
XAPC,NYCEEC,X,RIVERDALE TEMPLE NURSERY SCHOOL,,(718) 796-0335,4545 Independence Avenue,10471,3,31,1008351,264156,nsdirector.rtns@gmail.com,,8,3,2,10XAPC
XAPD,NYCEEC,X,Riverdale Y Early Childhood Program,,(347) 913-4445,5625 Arlington Avenue,10471,1,18,1009650,269077,mfinkel@riverdaley.org,www.riverdaley.org,7,3,1,10XAPD
XAPE,NYCEEC,X,SPUYTEN DUYVIL PRESCHOOL,,(718) 549-1525,3041 Kingsbridge Avenue,10463,6,68,1009812,259691,director@spuytenduyvilpreschool.org,www.spuytenduyvilpreschool.org,8,7,1,10XAPE
XAPH,NYCEEC,X,Round the Clock Nursery,,(718) 329-6023,2380 Marion Avenue,10458,1,100,1013188,251996,faith.shein@oundtheclocknursery.org,www.roundtheclocknursery.org,3,7,1,10XAPH
XAPI,NYCEEC,X,ST. DOMINICS TORCH,,(718) 365-7238,2340 Andrews Avenue,10468,5,20,1010129,253401,erosally@sdomhome.org,www.stdominicshome.org,2,2,2,10XAPI
XAPK,NYCEEC,X,The Salvation Army Tremont,,(212) 337-7254,2121 Washington Avenue,10457,1,40,1013186,249763,Scott.See@use.salvationarmy.org,www.salvationarmy.org,3,3,1,10XAPK
XAPN,NYCEEC,X,1199 Future of America Learning Center,,(718) 562-2915,2500 Creston Avenue,10468,1,73,1012515,253621,erica.vincenty@1199ccc.org,www.1199seiubenefits.org,7,6,1,10XAPN
XAPP,NYCEEC,X,BRONX HOUSE 1,,(718) 792-1800,990 Pelham Parkway South,10461,3,162,1022819,251399,serene@bronxhouse.org,www.bronxhouse.org,8,1,1,11XAPP
XAPQ,NYCEEC,X,BRONX HOUSE 2,,(718) 792-1800,2222 Wallace Avenue,10467,3,126,1021784,252051,serene@bronxhouse.org,www.bronxhouse.org,8,7,2,11XAPQ
XAPT,NYCEEC,X,"LITTLE STARS SCHOOL, INC.",,(718) 994-0604,4063 Edson Avenue,10466,1,76,1027284,264123,lstarsassistant@aol.com,www.littlestarspreschools.com,3,7,1,11XAPT
XAPU,NYCEEC,X,North Bronx NCNW CDC,,(718) 231-7100,4035 White Plains Road,10466,1,81,1023021,263428,Rdavis82@gmail.com,,3,3,1,11XAPU
XAPW,NYCEEC,X,UNITED EDUCARE PRESCHOOL,,(718) 882-4706,3950 Bronxwood Avenue,10466,1,54,1024391,261850,ueccc@aol.com,,3,6,1,11XAPW
XAPX,NYCEEC,X,Williamsbridge NAACP Early Childhood Education Center,,(718) 798-1262,670 East 219th Street,10467,1,54,1021942,261246,WillmsbrdgeECEC@aol.com,www.Williamsbridge-ECEC.org,2,4,2,11XAPX
XAPY,NYCEEC,X,Susan Wagner Day Care,,(718) 547-1735,1140 East 229th Street,10466,1,66,1027010,262121,Laura7r@aol.com,,3,7,1,11XAPY
XAPZ,NYCEEC,X,ST. ANTHONY'S HEAD START ,,(718) 823-7202,1750 Mansion Street,10460,3,18,1020376,244553,nsoto@cmcs.org,www.cmcs.org,3,2,1,12XAPZ
XAQA,NYCEEC,X,Tremont Crotona,,(718) 378-5600,1600 Crotona Park East,10460,1,55,1014345,244075,virgo_karlene@yahoo.com,,3,8,1,12XAQA
XAQH,NYCEEC,X,PHIPPS COMMUNITY DEVELOPMENT CORPORATION,,(718) 364-2496,1005 East 179th Street,10460,1,30,1017459,246188,KMORRIS@PHIPPSNY.ORG,www.phippsny.org,3,8,2,12XAQH
XAQK,NYCEEC,X,Sts. Philip & James School,,(718) 882-4576,1160 East 213th Street,10469,1,54,1025045,258216,school@spjschool.org,www.stsphilipandjameschurch.com,3,1,1,11XAQK
XAQL,NYCEEC,X,Corry Academy,,(718) 994-4650,4321 Barnes Avenue,10466,1,227,1024860,265557,bmccrory@sfabx.com,www.sfabx.com,3,3,2,11XAQL
XAQS,NYCEEC,X,Happy Days @Riverdale,,(718) 601-1300,2975 Independence Ave,10463,1,18,1006704,261059,happydaysrd@gmail.com,www.Renanimpreschool.com,3,4,1,10XAQS
XAQV,NYCEEC,X,Paul T. Matson Head Start 3,,(718) 563-5138,2431 Morris Avenue,10468,1,29,1011828,253142,cscott@paultmatsonhs.org,,3,1,2,10XAQV
XAQY,NYCEEC,X,Susan Wagner Victory,,(718) 655-5500,3440 White Plains Road,10467,1,31,1021233,258503,Swagner3440@gmail.com,,3,7,1,11XAQY
XAQZ,NYCEEC,X,Mid Bronx CCRP ECC 1,,(718) 590-7042,1125 Grand Concourse,10452,1,131,1006307,242701,dmoon@midbronx.org,www.midbronx.org,3,6,1,09XAQZ
XARA,NYCEEC,X,"H.C.C. CHILDREN'S CENTER, INC.",,(718) 518-4209,475 Grand Concourse,10451,3,36,1004188,237336,pmartinez@hostos.cuny.edu,www.hostos.cuny.edu,2,7,2,07XARA
XARC,NYCEEC,X,Fulton (Center #4),,(718) 542-1161,1717 Fulton Avenue,10457,1,54,1012465,245969,ngomez@lapen.com,,3,7,2,09XARC
XARD,NYCEEC,X,BRONX EARLY LEARNING CENTER,,(718) 466-3915,1887 Bathgate Avenue,10457,1,16,1012610,247677,snissim@voa-gny.org,www.voa-gny.org,3,3,2,09XARD
XARG,NYCEEC,X,Monsignor Boyle,,(718) 405-7824,3044 Hull Avenue,10467,2,38,1017576,256812,epabon@cmcs.org,www.cmcs.org,3,4,1,10XARG
XARH,NYCEEC,X,Leake and Watts Head Start,,(718) 904-1689,2165 Randall Avenue,10473,3,20,1026113,237777,ballen@leakeandwatts.org,,1,7,1,08XARH
XARI,NYCEEC,X,Lehman College Childcare Center,,(718) 960-8746,250 Bedford Park Boulevard West,10468,3,18,1013778,258009,jaci@imagineelc.com,www.imagineelc.com,8,3,1,10XARI
XARJ,NYCEEC,X,Santa Maria School,,(718) 863-5047,1651 Zerega Avenue,10462,1,207,1025506,245112,santamariaec@yahoo.com,www.santamariabronx.org,7,3,1,11XARJ
XARK,NYCEEC,X,Sacred Heart Head Start,,(718) 293-2006,95 West 168th Street,10452,3,18,1005170,244756,mserrano@cmcs.org,www.cmcs.org,3,4,1,09XARK
XARM,NYCEEC,X,"Trabajamos Community Head Start, Inc. Center #1",,(718) 893-2865,940 East 156th Street,10455,1,18,1011807,236731,lbtrabajamos_hs@yahoo.com,www.trabajamoschs.com,3,6,2,08XARM
XARN,NYCEEC,X,"Trabajamos Community Head Start, Inc. Center #2",,(718) 294-4333,1905 Morris Avenue,10453,1,27,1009670,248955,lbtrabajamos_hs@yahoo.com,,3,6,1,09XARN
XARO,NYCEEC,X,"Trabajamos Community Head Start, Inc. Center #3",,(718) 933-5560,2260 Crotona Avenue,10457,1,23,1016172,249507,kdelacruz.trabajamos@gmail.com,www.trabajamoschs.com,3,7,1,10XARO
XARP,NYCEEC,X,Just 4 Kids Monsignor Scanlan,,(917) 217-1781,955 Hutchinson River Parkway,10465,1,18,1029305,240511,DJust4Kids@aol.com,,3,3,1,08XARP
XARQ,NYCEEC,X,Learning Ladder Day Care Center,,(718) 618-0782,"100 Aldrich Street, Bldg 15A",10475,1,36,1030787,256520,madelinaenriquez@allcareps.org,www.allcareps.org,3,6,1,11XARQ
XARR,NYCEEC,X,"Kiderific Nursery School, Inc.",,(718) 518-7170,1621 Pilgrim Avenue,10461,2,12,1030173,246870,kiderific@gmail.com,www.kiderificnurseryschool.com,7,3,1,08XARR
XARS,NYCEEC,X,3467 Ready Set Learn,,(718) 665-1234,3467 Third Avenue,10456,1,89,1010102,241678,rosecano29@gmail.com,www.rslcc.com,3,6,1,09XARS
XART,NYCEEC,X,Brightside Academy,,(718) 292-0812,331 East 150th Street,10451,1,49,1006379,237157,evasquez@brightsideacademy.com,www.brightsideacademy.com,5,7,1,07XART
XARW,NYCEEC,X,C.S. 61 Early Childhood,,(718) 764-2409,1550 Crotona Park East,10460,1,60,1013920,243972,lachellew@childrensaidsociety.org,www.childrensaidsociety.org,3,8,2,12XARW
XASA,NYCEEC,X,St Dominic's TORCH Annex,,(347) 270-9219,2195 Valentine Avenue,10457,1,60,1012155,250830,jsuazo@sdomhome.org,,3,8,2,10XASA
XASB,NYCEEC,X,New Covenant Christian School,,(718) 328-3248,1181 Boston Road,10456,1,18,1011028,241344,rmacarthy@nccmin.org,www.ncchristianschool.org,5,9,3,09XASB
XASE,NYCEEC,X,Ft. George Universal Pre-K,,(212) 795-9184,489 St. Paul's Place,10456,1,40,1010913,243946,agrossbard@ftgeocenterhs.org,,3,3,2,09XASE
XASH,NYCEEC,X,Tolentine Zeiser Community Life Center,,(718) 933-6935,2340 Andrews Avenue,10468,1,118,1010162,253394,mgmaggie2@aol.com,www.TZCLC.org,3,1,1,10XASH
XASI,NYCEEC,X,The Garvey School,,(718) 320-3902,4120 Hutchinson River Parkway,10475,1,72,1032645,253902,admissions@garveyschool.org,www.garveyschool.org,3,8,1,11XASI
XASK,NYCEEC,X,Little Haven @ Mott Haven Academy,,(347) 854-0819,170 Brown Place,10454,1,36,1006154,233045,mtorres@havenacademy.org,www.havenacademy.org,7,3,1,07XASK
XASO,NYCEEC,X,Mind-Builders Creative Arts Center,,(347) 495-3089,3415 Olinville Avenue,10467,1,18,1020647,258378,madaha@mind-builders.org,www.mind-builders.org,5,9,3,11XASO
XASP,NYCEEC,X,Hac-Sedgewick UPK Program,,(718) 742-3237,1531 University Avenue,10453,1,36,1005668,247508,wcarter@hacfs.com,www.hacfs.org,5,9,3,09XASP
XASR,,X,Lincoln,,(212) 886-3353,245 East 149th Street,,,,1005462,237216,,,,,,
XASU,NYCEEC,X,Melrose Early Childhood Center,,(718) 665-2757,731 Courtlandt Avenue,10451,1,60,1006953,238411,ddiaz@eastsidehouse.org,,5,9,3,07XASU
XASV,NYCEEC,X,"Bright Star Day Care at Rochambeau, Inc.",,(347) 393-3149,3130 Rochambeau Avenue,10467,1,36,1017415,257712,brightstar3130@gmail.com,,5,9,3,10XASV
XASW,NYCEEC,X,Holy Spirit Head Start,,(718) 402-3064,1960 University Avenue,10453,1,0,1008603,250307,rgershenlowy@cmcs.org,www.cmcs.org,5,9,3,10XASW
XASX,NYCEEC,X,St. Barnabas School,,(718) 324-3053,413 East 241st Street,10470,1,54,1021464,267963,kathryn.franta@archny.org,www.stbarnabasschool.org,5,9,3,11XASX
XATB,NYCEEC,X,St. Francis of Assisi at Mount St. Michael,,(718) 994-2877,4300 Murdock Avenue,10466,1,120,1027866,266733,kathryn.franta@archny.org,www.sfabx.com,5,9,3,11XATB
XATD,NYCEEC,X,Bronx Community College Early Childhood Center,,(718) 289-5461,2010 Sedgwick Avenue,10468,1,24,1007708,251676,shauna.harper@bcc.cuny.edu,www.bcc.cuny.edu/bcckids,3,3,2,10XATD
XATE,NYCEEC,X,Susan Wagner Day School,,(718) 547-0501,4102 White Plains Road,10466,2,110,1023358,263832,susanwagnerdayschool1@yahoo.com,,3,3,1,11XATE
XATI,NYCEEC,X,Sunshine Day Care,,(718) 989-9804,416 Willis Avenue,10454,1,36,1006478,235518,liz@sunshinenewyork.com,www.sunshinenewyork.com,3,2,1,07XATI
XATO,NYCEEC,X,St. Anselm School,,(718) 993-9464,685 Tinton Avenue,10455,1,90,1010413,236667,b223@adnyeducation.org,www.stanselmbx.org,3,3,1,07XATO
XATQ,NYCEEC,X,Brightside Academy - Webster,,(718) 681-3040,1465 Webster Avenue,10456,1,31,1010104,244599,apasaoglu@brightsideacademy.com,www.brightsideacademy.com,5,7,1,09XATQ
XATR,NYCEEC,X,Brightside Academy - White Plains #1,,(718) 653-3714,2901 White Plains Road,10467,1,30,1020885,255652,tbansgopaul@brightsideacademy.com,www.brightsideacademy.com,5,7,1,11XATR
XAUW,NYCEEC,X,Kennedy Child Care Study Center,,(718) 842-0200,1028 East 179th Street,10460,1,40,1017644,245892,lacevedogonzalez@kenchild.org,www.kenchild.org,2,3,2,12XAUW
XAUZ,NYCEEC,X,BronxWorks,,(347) 590-8955,1472 Montgomery Avenue,10453,1,36,1006076,247968,mmaneiro@bronxworks.org,www.bronxworks.org,3,6,1,09XAUZ
XAVD,NYCEEC,X,Tender Tots Decatur,,(718) 324-1052,3322 Decatur Avenue,10467,1,54,1019408,258821,diana@tendertotsny.com,www.tendertotsny.com,3,8,1,10XAVD
XAVJ,NYCEEC,X,Little Scholars Early Development Center,,(718) 887-2928,850 Jennings Street,10459,1,29,1013728,242459,jcorniel29@gmail.com,www.littlescholarsedc.com,3,7,1,12XAVJ
XAVR,NYCEEC,X,Joan Ganz Cooney Early Learning Program,,(718) 668-7700,436 East 149th Street,10455,1,54,1007465,236285,emattey@publicprep.org,www.publicprep.org,3,2,2,07XAVR
XAVS,NYCEEC,X,Bedrock Preschool,,(718) 884-0020,3220 Arlington Avenue,10463,1,60,1008588,261603,Mego@BedRockPreschool.com,www.BedRockPreschool.com,3,7,1,10XAVS
XAVW,NYCEEC,X,Unity Neighborhood Center,,(718) 994-8400,1339 E Gun Hill Rd,10469,1,72,1026635,256646,unitycenterwork@aol.com,www.unityneighborhoodcenter.org,3,7,1,11XAVW
XAVX,NYCEEC,X,Sunshine Daycare of Westchester Village,,(718) 989-9801,1564 Saint Peters Avenue,10461,1,18,1026449,245595,Tavia@sunshineNewYork.com,www.SunshineNewYork.com,3,6,1,11XAVX
XAVZ,NYCEEC,X,Brightside Academy - Southern 2,,(718) 589-5900,1778 Southern Boulevard,10460,1,36,1015525,244655,tgeorge@brightsideacademy.com,www.brightsideacademy.com,5,6,1,12XAVZ
XAWL,NYCEEC,X,"Bright Star Stratford, Inc.",,(631) 944-3106,1217 Stratford Avenue,10472,1,36,1018593,241617,lrukh1@hotmail.com,www.brightstardaycarestratford.com,5,9,3,12XAWL
XAWP,NYCEEC,X,St. Lucy Early Childhood Academy,,(718) 547-3044,2401 Bronxwood Avenue,10469,1,72,1022416,253151,kathryn.franta@archny.org,www.stlucys.org,5,9,3,11XAWP
XAWQ,NYCEEC,X,Phipps Neighborhood,,(917) 522-6002,3968 3rd Avenue,10457,1,18,1012154,245564,cdavis@phippsny.org,www.phippsneighborhoods.org,3,6,1,09XAWQ
XAWS,NYCEEC,X,Dominican Sisters Family Health Service,,(718) 993-8963,454-464 East 148th Street,10455,3,15,1007479,235992,kbiles@dsfhs.org,,8,6,2,07XAWS
XAWT,NYCEEC,X,St. Angela Merici EC at Our Lady of Victory,,(718) 293-3352,1512 Webster Avenue,10457,1,120,1010384,244865,kathryn.franta@archny.org,,5,9,3,09XAWT
XAWU,NYCEEC,X,St. Joseph Early Childhood at St. Rita of Cascia,,(718) 299-3349,448 College Avenue,10451,1,120,1005922,236316,kathryn.franta@archny.org,,5,9,3,07XAWU
XAWX,NYCEEC,X,"Missionary Church of Christ, Inc.",,(718) 588-4545,937 Teller Avenue,10451,1,25,1007579,240281,rebonano@gmail.com,,7,6,2,09XAWX
XAWZ,NYCEEC,X,Brightside Academy - Intervale,,(718) 991-5465,960 Intervale Avenue,10459,1,47,1012891,238741,hgreen@brightsideacademy.com,www.brightsideacademy.com,5,7,1,08XAWZ
XAXA,NYCEEC,X,Reach One To Teach One,,(718) 220-8406,5480 Broadway,10463,1,36,1010033,258463,reachonetoteachoneelc@gmail.com,www.reachonetoteachone.org,3,6,2,10XAXA
XAXC,NYCEEC,X,3490 Ready Set Learn,,(718) 517-8787,3490 Third Avenue,10456,1,36,1010308,241682,maygensg11@gmail.com,www.rslcc.com,3,6,1,09XAXC
XAXZ,NYCEEC,X,Sotomayor,,(718) 882-3217,1818 Watson Avenue,10472,1,126,1021713,240846,lauriemeltzermmcc@gmail.com,www.mmcc.org,5,9,3,08XAXZ
XAYB,NYCEEC,X,Lil Inventors - University Avenue,,(718) 295-3158,75 West 190th Street,10468,1,38,1011075,254557,nlove@nycnac.com,,5,9,3,10XAYB
XAYC,NYCEEC,X,"All Seasons A&C Day Care, LLC",,(718) 231-3098,700 Rosewood Street,10467,1,17,1021081,257366,asdc@optonline.net,www.allseasonsdaycarebronx.com,5,9,3,11XAYC
XAYG,NYCEEC,X,"Miniventures of NY, Inc.- Site #3",,(917) 645-3203,24 Marble Hill Avenue,10463,1,54,1009093,258124,miniventuresny@aol.com,www.miniventures.org,5,9,3,10XAYG
XAYH,NYCEEC,X,Oaktree House Learning Center,,(646) 508-3212,1891 Mcgraw Avenue,10462,1,30,1022299,243386,oaktree1891@yahoo.com,,5,9,3,12XAYH
XAYJ,NYCEEC,X,Oasis Early Start Imagination Center In Riverdale,,(646) 213-3172,531 West 235th Street,10463,1,108,1009517,261922,jeff@oasischildren.com,www.oasischildren.com,5,9,3,10XAYJ
XAYK,NYCEEC,X,Phipps Houses Lebanon West Farms,,(212) 243-3234,1175 East Tremont Avenue,10460,1,54,1018924,245353,jcastillo@phippsny.org,,5,9,3,12XAYK
XAYP,NYCEEC,X,Tender Tot's East 137th Street,,(732) 987-3112,531 East  137th Street,10454,1,54,1006715,233209,chaim@sterlingeg.com,www.tendertotsny.com,5,9,3,07XAYP
XAYQ,NYCEEC,X,"Bronx Park East Preparatory, Inc.",,(718) 882-3041,2270 Bronx Park East,10467,1,20,1020078,252376,keshea@bronxparkeastacademy.com,www.bronxparkeastacademy.com,5,9,3,11XAYQ
XAYS,NYCEEC,X,Lil' Angels Child Care,,(201) 452-3228,520 Ellsworth Avenue,10465,1,24,1035623,240023,riamitt@aol.com,www.lilangelscc.com,5,9,3,08XAYS
XAYU,NYCEEC,X,Brightside Academy - Elliot,,,2 Elliot Place,10452,1,36,1006943,245094,pswift@brightsideacademy.com,www.brightsideacademy.com,5,9,3,09XAYU
Z010,NYCEEC,K,Pre-K School at 2202 60TH STREET- BROOKLYN,,,2202 60TH STREET,,,90,990313,163782,,,,,,
Z011,NYCEEC,K,Pre-K School at 1258 65TH STREET - BROOKLYN,,,1258 65TH STREET ,,,126,983570,167431,,,,,,
Z012,NYCEEC,K,Pre-K School at 1139 CONEY ISLAND AVENUE - BROOKLYN,,,1139 CONEY ISLAND AVENUE ,,,144,993784,168763,,,,,,
Z013,NYCEEC,K,Pre-K School at 1668 46TH STREET - BROOKLYN,,,1668 46TH STREET ,,,180,989239,169329,,,,,,
Z014,NYCEEC,K,Pre-K School at 1215 AVENUE X-BROOKLYN,,,1215 AVENUE X-BROOKLYN,,,108,995767,154989,,,,,,
Z015,NYCEEC,M,Pre-K School at 2-26 WASHINGTON ST-MANHATTAN,,,2-26 WASHINGTON ST,,,108,979937,196397,,,,,,
Z016,NYCEEC,Q,Pre-K School at 46-16 76TH STREET - QUEENS,,,46-16 76TH STREET,,,108,1015126,208814,,,,,,
Z017,NYCEEC,Q,Pre-K School at 168-42 JAMAICA AVENUE - QUEENS,,,168-42 JAMAICA AVENUE,,,126,1042225,196805,,,,,,
Z018,NYCEEC,Q,Pre-K School at 89-14 PARSONS BLVD - QUEENS,,,89-14 PARSONS BLVD ,,,72,1039192,196355,,,,,,
Z019,NYCEEC,Q,Pre-K School at 132-10 JAMAICA AVENUE - QUEENS,,,132-10 JAMAICA AVENUE,,,90,1034164,195085,,,,,,
Z020,NYCEEC,Q,Pre-K School at 100-01 SPRINGFIELD BOULEVARD - QUEENS,,,100-01 SPRINGFIELD BOULEVARD,,,162,1057653,199787,,,,,,
Z021,NYCEEC,Q,Pre-K School at 96-10 23RD AVENUE - QUEENS,,,96-10 23RD AVENUE,,,90,1019209,219164,,,,,,
